Country,Country ISO,Country Code,Destination Network,MCC,MNC,Rate in USD
Iraq,IRQ,964,Iraq - Al-Nakheel,418,092,0.05500
Iraq,IRQ,964,Iraq - Al-Seraj,418,087,0.05500
Iraq,IRQ,964,Iraq - Al-Shams,418,089,0.05500
Iraq,IRQ,964,Iraq - Anwar Yagoot Al Khaleej,418,085,0.05500
Iraq,IRQ,964,Iraq - Asia Cell,418,005,0.07400
Iraq,IRQ,964,Iraq - Belad Babel,418,091,0.05500
Iraq,IRQ,964,Iraq - Emaar Al-Basrah,418,084,0.05500
Iraq,IRQ,964,Iraq - Furatfone,418,086,0.05500
Iraq,IRQ,964,Iraq - High Link,418,088,0.05500
Iraq,IRQ,964,Iraq - ITC Fanoos,418,048,0.05500
Iraq,IRQ,964,Iraq - ITPC,418,080,0.05500
Iraq,IRQ,964,Iraq - Iraq Central Cooperative Association for Communication and Transportation,418,047,0.05500
Iraq,IRQ,964,Iraq - IraqCell,418,093,0.05500
Iraq,IRQ,964,Iraq - IraqTel,418,049,0.05500
Iraq,IRQ,964,Iraq - Itisaluna,418,062,0.05500
Iraq,IRQ,964,Iraq - Kalimat,418,070,0.05500
Iraq,IRQ,964,Iraq - KorekTel,418,040,0.05500
Iraq,IRQ,964,Iraq - Mobitel,418,045,0.05500
Iraq,IRQ,964,Iraq - Sader Al-Iraq,418,083,0.05500
Iraq,IRQ,964,Iraq - Shally,418,094,0.05500
Iraq,IRQ,964,Iraq - ZAIN,418,020,0.07400
Iceland,ISL,354,Iceland - All Networks,,,0.01100
Israel,ISR,972,Israel All,,,0.00650
Israel,ISR,972,Israel - Cellcom,425,002,0.00650
Israel,ISR,972,Israel - Golan Telecom,425,008,0.00650
Israel,ISR,972,Israel - HOT Telecom,425,007,0.00650
Israel,ISR,972,Israel - Jawwal,425,005,0.02200
Israel,ISR,972,Israel - Partner Communications Co. Ltd (Orange),425,001,0.00650
Israel,ISR,972,Israel - Pelephone,425,003,0.00650
Israel,ISR,972,Israel - Wataniya Palestine,425,006,0.01100
Israel,ISR,972,Alon Cellular Ltd (Youphone)),425,014,0.00650
Israel,ISR,972,Home Cellular,425,015,0.00650
Israel,ISR,972,Rami Levi,425,016,0.00650
Italy,ITA,39,Italy - All Networks,,,0.05600
Jamaica,JAM,1876,Jamaica-Digicel,,,0.03770
Jamaica,JAM,1876,Jamaica-LIME,,,0.03770
Jamaica,JAM,1876,Jamaica-Other,,,0.03770
Jamaica,JAM,1876,Jamaica - Cable & Wireless (Jamaica),338,180,0.03770
Jordan,JOR,962,Jordan-Xpress,416,074,0.05785
Jordan,JOR,962,Jordan - Petra Joranian Mobile Telecommunications Co,416,077,0.05785
Jordan,JOR,962,Jordan - Umniah,416,003,0.05785
Jordan,JOR,962,Jordan - Zain,416,001,0.05785
Japan,JPN,81,Japan-eMobile,,,0.05000
Japan,JPN,81,Japan-Others,,,0.06800
Japan,JPN,81,Japan - KDDI,440,076,0.06000
Japan,JPN,81,Japan - NTT DoCoMo,440,003,0.06000
Japan,JPN,81,Japan - Okinawa Cellular,440,078,0.06000
Japan,JPN,81,Japan - Softbank Mobile (SBM),440,020,0.04270
Japan,JPN,81,"Japan - Ymobile (AKA eAccess, Willcom)",440,000,0.06050
Kazakhistan,KAZ,7,Beeline (K-mobile),401,001,0.02700
Kazakhistan,KAZ,7,K-Cell,401,002,0.04800
Kazakhistan,KAZ,7,Altel (Dalacom),401,007,0.04600
Kazakhistan,KAZ,7,Kazakhtelecom,401,008,0.02700
Kenya,KEN,254,Kenya-Econet,,,0.02500
Kenya,KEN,254,Kenya-Other,,,0.03500
Kenya,KEN,254,Kenya - Airtel,639,003,0.01540
Kenya,KEN,254,Kenya - Essar Telecom Kenya,639,005,0.06000
Kenya,KEN,254,Kenya - Safaricom (GSM),639,002,0.07375
Kenya,KEN,254,Kenya - Telkom Kenya Ltd (Orange),639,007,0.02000
Kyrgyzstan,KGZ,996,Kyrgyzstan-Fonex,437,003,0.02000
Kyrgyzstan,KGZ,996,Kyrgyzstan-Others,,,0.02000
Kyrgyzstan,KGZ,996,Bitel,437,001,0.01000
Kyrgyzstan,KGZ,996,BiMoCom (Megacom),437,005,0.02000
Kyrgyzstan,KGZ,996,Nur Telecom,437,009,0.01000
Cambodia,KHM,855,Cambodia-Others,,,0.05772
Cambodia,KHM,855,Cambodia - Applifone Co Ltd (StarCell),456,005,0.05772
Cambodia,KHM,855,Cambodia - Cad Com / TrueMove,456,004,0.05772
Cambodia,KHM,855,Cambodia - Camshin,456,501,0.05772
Cambodia,KHM,855,Cambodia - Camtel,456,014,0.05772
Cambodia,KHM,855,Cambodia - Hello Axiata Co Ltd (NMT),456,002,0.05772
Cambodia,KHM,855,Cambodia - Latelz Co Ltd (Smart Mobile),456,006,0.05772
Cambodia,KHM,855,Cambodia - Metfone,456,008,0.05772
Cambodia,KHM,855,Cambodia - Mobitel,456,001,0.05772
Cambodia,KHM,855,Cambodia - Sotelco,456,009,0.05772
Kiribati,KIR,686,Kiribati - All Networks,,,0.06500
Saint Kitts And Nevis,KNA,1869,Saint Kitts and Nevis-LIME,,,0.05500
Saint Kitts And Nevis,KNA,1869,Saint Kitts and Nevis-Others,,,0.04500
Saint Kitts And Nevis,KNA,1869,Cable & Wireless,356,110,0.05500
Saint Kitts And Nevis,KNA,1869,UTS CariGlobe,356,070,0.03500
South Korea,KOR,82,South Korea - All Networks,,,0.03500
Kuwait,KWT,965,Kuwait - Kuwait Telecom Company,419,004,0.03000
Kuwait,KWT,965,Kuwait - Ooredoo,419,003,0.03000
Kuwait,KWT,965,Kuwait - Zain / Mobile Telecommunication Company (MTC),419,002,0.01000
Laos,LAO,856,LAO PEOPLE'S DEMOCRATIC REPUBLIC-Others,,,0.00880
Laos,LAO,856,Laos - Entreprise d'Etat des Postes et Telecommunications Lao (ETL),457,002,0.00880
Laos,LAO,856,Laos - Lao Telecom,457,001,0.00880
Laos,LAO,856,Laos - Millicom Lao Co (Tigo),457,008,0.00880
Laos,LAO,856,Laos - Star Telecom Company Ltd (STL),457,003,0.01800
Lebanon,LBN,961,Lebanon-Others,,,0.01700
Lebanon,LBN,961,Lebanon - Alfa,415,001,0.03000
Lebanon,LBN,961,Lebanon - MTC Touch,415,003,0.03000
Liberia,LBR,231,Liberia-Others,,,0.02200
Liberia,LBR,231,Liberia - Cellcom,618,007,0.02200
Liberia,LBR,231,Liberia - Comium Liberia,618,004,0.01100
Liberia,LBR,231,Liberia - Libercell,618,002,0.02200
Liberia,LBR,231,Liberia - Lonestar Communications Corp.,618,001,0.07000
Libya,LBY,218,Libya - Al-Madar (Orbit),606,001,0.01375
Libya,LBY,218,Libya - Libyana,606,000,0.06500
Saint Lucia,LCA,1758,Saint Lucia-Others,,,0.01600
Saint Lucia,LCA,1758,Saint Lucia - Cable & Wireless (LIME),358,110,0.01500
Liechtenstein,LIE,423,Liechtenstein-Others,,,0.02000
Liechtenstein,LIE,423,Liechtenstein - Cubic Corporation,295,006,0.02000
Liechtenstein,LIE,423,Liechtenstein - First Mobile,295,007,0.02000
Liechtenstein,LIE,423,Liechtenstein - Mobilkom Liechtenstein,295,005,0.02000
Liechtenstein,LIE,423,Liechtenstein - Orange (Liechtenstein),295,002,0.00880
Liechtenstein,LIE,423,Liechtenstein - Swisscom (Schweiz),295,001,0.03000
Sri Lanka,LKA,94,Sri Lanka - All Networks,,,0.02000
Lesotho,LSO,266,Lesotho - Econet Telecom (Ezi Cel Lesotho),651,002,0.02400
Lesotho,LSO,266,Lesotho - Vodacom,651,001,0.00880
Lithuania,LTU,370,Lithuania-BITE,246,002,0.03000
Lithuania,LTU,370,Lithuania - UAB Omnitel,246,001,0.00770
Lithuania,LTU,370,Lithuania - UAB Tele2,246,003,0.04500
Luxembourg,LUX,352,Luxembourg - All Networks,,,0.01300
Latvia,LVA,371,Latvia-Others,,,0.02500
Latvia,LVA,371,Latvia - BITE Latvija,247,005,0.01000
Latvia,LVA,371,Latvia - Latvijas Mobilais Telefons (LMT),247,001,0.03500
Latvia,LVA,371,Latvia - Rigatta,247,006,0.02500
Latvia,LVA,371,Latvia - Tele2,247,002,0.03850
Latvia,LVA,371,Latvia - Telekom Baltija (TRIATEL),247,003,0.01000
Latvia,LVA,371,IZZI,247,008,0.02500
Macao,MAC,853,SmarTone,455,000,0.03952
Macao,MAC,853,Companhia de Telecommunicacios de Macua (CTM) (02),455,004,0.00880
Macao,MAC,853,China Telecom,455,002,0.01800
Macao,MAC,853,Hutchison Telecom (02),445,005,0.00880
Saint Martin,MAF,1599,Saint Martin - All Networks,,,0.04000
Morocco,MAR,212,Morocco - All Networks,,,0.04200
Monaco,MCO,377,Monaco - All Networks,,,0.03430
Moldova,MDA,373,"Moldova, Republic Of-IDC",,,0.04500
Moldova,MDA,373,"Moldova, Republic Of-Unite",,,0.05000
Moldova,MDA,373,Moldova - Eventis Mobile,259,004,0.05000
Moldova,MDA,373,Moldova - MoldCell,259,002,0.05000
Moldova,MDA,373,Moldova - Moldtelecom,259,003,0.05000
Moldova,MDA,373,Moldova - Orange Moldova,259,001,0.05000
Madagascar,MDG,261,Madagascar - Orange Madagascar,646,002,0.01000
Madagascar,MDG,261,Madagascar - Sacel,646,003,0.01000
Madagascar,MDG,261,Madagascar - Telecom Malagasy,646,004,0.00880
Madagascar,MDG,261,Madagascar - ZAIN Madagascar,646,001,0.00880
Maldives,MDV,960,Maldives - All Networks,,,0.01300
Mexico,MEX,52,Mexico - All Networks,,,0.03800
Macedonia,MKD,389,Macedonia - ONE (Cosmofon),294,002,0.01500
Macedonia,MKD,389,Macedonia - T-Mobile,294,001,0.08000
Macedonia,MKD,389,Macedonia - VIP Operator,294,003,0.08000
Mali,MLI,223,Mali-Others,,,0.08840
Mali,MLI,223,Mali - Malitel (Sotelma),610,001,0.08840
Mali,MLI,223,Mali - Orange Mali,610,002,0.08840
Malta,MLT,356,Malta - All Networks,,,0.01000
Myanmar,MMR,95,Myanmar - All Networks,,,0.06500
Montenegro,MNE,382,Montenegro-Telenor,,,0.00880
Montenegro,MNE,382,Montenegro - MTEL,297,003,0.01700
Montenegro,MNE,382,Montenegro - ProMonte,297,001,0.00880
Montenegro,MNE,382,Montenegro - T-Mobile,297,004,0.00880
Mongolia,MNG,976,Mongolia - All Networks,,,0.03000
Northern Mariana Islands,MNP,1670,Northern Mariana Islands - All Networks,,,0.03500
Mozambique,MOZ,258,Mozambique - All Networks,,,0.01000
Mauritania,MRT,222,Mauritania - Chinguitel,609,002,0.06500
Mauritania,MRT,222,Mauritania - Mattel,609,001,0.01800
Mauritania,MRT,222,Mauritania - Mauritel,609,010,0.01800
Montserrat,MSR,1664,Montserrat-Others,,,0.01000
Montserrat,MSR,1664,Montserrat - Cable & Wireless (LIME),354,860,0.01500
Martinique,MTQ,596,Martinique - Digicel Antilles Francaises Guyane,,,0.00880
Martinique,MTQ,596,Martinique - MARTINIQUE TELEPHONE MOBILE,340,012,0.00880
Martinique,MTQ,596,Martinique - Orange Caraibe Mobiles,,,0.06500
Martinique,MTQ,596,Martinique - Outremer Telecom,,,0.02500
Mauritius,MUS,230,Mauritius-Orange,,,0.00880
Mauritius,MUS,230,Mauritius-Others,,,0.06500
Mauritius,MUS,230,Mauritius - Cell Plus,617,001,0.11000
Mauritius,MUS,230,Mauritius - Emtel,617,010,0.01300
Mauritius,MUS,230,Mauritius - Mahanagar Telephone Mauritius Ltd. (MTML),617,003,0.12000
Malawi,MWI,265,Malawi - CelTel,650,010,0.03367
Malawi,MWI,265,Malawi - Telekom Networks Malawi Ltd.,650,001,0.00880
Malaysia,MYS,60,Malaysia - All Networks,,,0.01900
Namibia,NAM,264,Namibia - Mobile Telecommunications (MTC),649,001,0.04100
Namibia,NAM,264,Namibia - Orascom Telecom Holding (Leo),649,003,0.00880
Namibia,NAM,264,Namibia - Telecom Namibia,649,002,0.06500
New Caledonia,NCL,687,New Caledonia-Others,,,0.02500
New Caledonia,NCL,687,New Caledonia - OPT New Caledonia Mobilis,546,001,0.13000
Niger,NER,227,Niger - Airtel Niger,614,002,0.03000
Niger,NER,227,Niger - Moov (Telecel),614,003,0.02400
Niger,NER,227,Niger - Orange,614,004,0.10000
Niger,NER,227,Niger - Sahelcom,614,001,0.00880
Norfolk Island,NFK,,Norfolk Island - All Networks,,,0.04000
Nigeria,NGA,234,Nigeria - Other,,,0.01300
Nigeria,NGA,234,Nigeria-Starcomms,621,099,0.01300
Nigeria,NGA,234,Nigeria-Visafone,,,0.01300
Nigeria,NGA,234,Nigeria - Airtel Nigeria,621,020,0.01300
Nigeria,NGA,234,Nigeria - EMST Etisalat,621,060,0.01300
Nigeria,NGA,234,Nigeria - Globacom Ltd,621,050,0.01300
Nigeria,NGA,234,Nigeria - MTN,621,030,0.01300
Nigeria,NGA,234,Nigeria - Multi-links Telecommunications Ltd,621,000,0.01300
Nigeria,NGA,234,Nigeria - NITEL,621,040,0.01300
Nigeria,NGA,234,Nigeria - Visafone Communications Ltd,621,025,0.01300
Nicaragua,NIC,505,Nicaragua - All Networks,,,0.02200
Niue,NIU,683,Niue - All Networks,,,0.06500
Netherlands,NLD,31,Netherlands-Others,,,0.07000
Netherlands,NLD,31,Netherlands - AT&T Global Network Services Nederland,204,065,0.06800
Netherlands,NLD,31,Netherlands - Elephant Talk,204,005,0.06800
Netherlands,NLD,31,Netherlands - KPN,204,069,0.06800
Netherlands,NLD,31,Netherlands - KPN - Telfort Mobile,204,012,0.07000
Netherlands,NLD,31,Netherlands - Lancelot,204,028,0.06800
Netherlands,NLD,31,Netherlands - Lycamobile Netherlands,204,009,0.06800
Netherlands,NLD,31,Netherlands - Mundio Mobile,204,006,0.06800
Netherlands,NLD,31,Netherlands - Private Mobility Nederland,204,024,0.06800
Netherlands,NLD,31,Netherlands - Roamware (Netherlands),204,068,0.06800
Netherlands,NLD,31,Netherlands - T-Mobile Netherlands,204,016,0.07000
Netherlands,NLD,31,Netherlands - Tele2  Nederland,204,002,0.06800
Netherlands,NLD,31,Netherlands - Teleena Holding,204,007,0.07000
Netherlands,NLD,31,Netherlands - UPC Nederland,204,018,0.06800
Netherlands,NLD,31,Netherlands - Vodafone Libertel,204,004,0.06800
Netherlands,NLD,31,Netherlands - Voiceworks,204,003,0.06800
Netherlands,NLD,31,Netherlands - Ziggo,204,015,0.06800
Netherlands,NLD,31,Intercity Mobile Communications,204,017,0.06800
Netherlands,NLD,31,Aspider Solutions Nederland,204,023,0.06800
Norway,NOR,47,Norway-Others,,,0.03800
Norway,NOR,47,Norway - Com4 AS,242,009,0.03800
Norway,NOR,47,Norway - Mobile Norway,242,005,0.03432
Norway,NOR,47,Norway - TDC AS,242,008,0.03400
Norway,NOR,47,Norway - Tele2 Norge AS,242,004,0.03400
Norway,NOR,47,Norway - Telenor Norge AS,242,001,0.03400
Norway,NOR,47,Norway - TeliaSonera Norge AS (NetCom),242,002,0.03400
Norway,NOR,47,Ventelo AS,242,007,0.03400
Norway,NOR,47,Lyca Mobile,242,023,0.03000
Nepal,NPL,977,Nepal - Nepal Telecom,429,001,0.07263
Nepal,NPL,977,Nepal - Smart Telecom,429,004,0.06000
Nepal,NPL,977,Nepal - Spice Nepal,429,002,0.11752
Nauru,NRU,674,Nauru - All Networks,,,0.04000
New Zealand,NZL,64,New Zealand-Telecom,,,0.07800
New Zealand,NZL,64,New Zealand - Telecom New Zealand (Spark),530,002,0.07800
New Zealand,NZL,64,New Zealand - Two Degrees Mobile,530,024,0.09800
New Zealand,NZL,64,New Zealand - Vodafone,530,001,0.06800
Oman,OMN,968,Oman - Others,,,0.03150
Oman,OMN,968,Oman - Oman Mobile,422,002,0.03150
Oman,OMN,968,Oman - Omani Qatari Telecom,422,003,0.03150
Pakistan,PAK,92,Pakistan All,,,0.02840
Pakistan,PAK,92,Pakistan - CMPAK (Zong),410,004,0.02840
Pakistan,PAK,92,Pakistan - Instaphone,410,008,0.02840
Pakistan,PAK,92,Pakistan - Mobilink GSM,410,001,0.02840
Pakistan,PAK,92,Pakistan - Pakistan Telecommunication Mobile Ltd (Ufone),410,003,0.02840
Pakistan,PAK,92,Pakistan - Telenor Pakistan,410,006,0.02840
Pakistan,PAK,92,Pakistan - Warid Telecommunications,410,007,0.02840
Panama,PAN,507,Panama-Others,,,0.03500
Panama,PAN,507,Panama - Cable & Wireless(Movil),714,001,0.07553
Panama,PAN,507,Panama - Claro,714,003,0.01000
Panama,PAN,507,Panama - Digicel,714,004,0.03500
Panama,PAN,507,Panama - Telefonica Moviles (Movistar),714,002,0.02200
Peru,PER,51,Peru-Others,,,0.02000
Peru,PER,51,Peru - Claro,716,010,0.02379
Peru,PER,51,Peru - Nextel del Peru,716,007,0.01625
Peru,PER,51,Peru - Telefonica Moviles (Movistar),716,006,0.02158
Peru,PER,51,Peru - Viettle Peru S.A.C,716,015,0.01898
Philippines,PHL,63,Philippines - All Networks,,,0.01400
Palau,PLW,680,Palau-Others,,,0.04000
Palau,PLW,680,Palau - Palau Mobile Corporation (PMC),552,002,0.00750
Palau,PLW,680,Palau - Palau National Communications Corporation (PNCC),552,001,0.04000
Papua New Guinea,PNG,675,Papua New Guinea-Others,,,0.01100
Papua New Guinea,PNG,675,Papua New Guinea - BeMobile (PNG) Ltd,537,001,0.01100
Papua New Guinea,PNG,675,Papua New Guinea - Digicel (PNG),537,003,0.02750
Poland,POL,48,Poland - All Networks,,,0.02200
Puerto Rico,PRI,1,Puerto Rico-All Networks,,,0.07500
Puerto Rico,PRI,1,"Puerto Rico - North Sight Communications, Inc.",310,017,0.02000
North Korea,PRK,850,North Korea - All Networks,,,0.06500
Portugal,PRT,351,Portugal - All Networks,,,0.02850
Paraguay,PRY,595,Paraguay - Claro,744,002,0.01800
Paraguay,PRY,595,Paraguay - Personal (Nucleo),744,005,0.02000
Paraguay,PRY,595,Paraguay - Telecel / Tigo,744,004,0.02700
Paraguay,PRY,595,Paraguay - VOX,744,001,0.02000
French Polynesia,PYF,689,French Polynesia - All Networks,,,0.00880
Qatar,QAT,974,Qatar - All Networks,,,0.03300
Reunion,REU,262,Reunion-Others,,,0.06500
Reunion,REU,262,Reunion - Orange Reunion,647,000,0.04500
Reunion,REU,262,Reunion - Outremer Telecom,647,002,0.06500
Reunion,REU,262,Reunion - Societe Reunionnaise du Radiotelephone,647,010,0.04500
Romania,ROU,40,Romania-DIGI,,,0.05000
Romania,ROU,40,Romania-Others,,,0.06500
Romania,ROU,40,Romania - Cosmote Romanian Mobile Telecommunications,226,003,0.04400
Romania,ROU,40,Romania - Orange Romania,226,010,0.04400
Romania,ROU,40,Romania - RCS & RDS,226,005,0.07000
Romania,ROU,40,Romania - Romtelecom,226,002,0.06500
Romania,ROU,40,Romania - Telemobile,226,004,0.06500
Romania,ROU,40,Romania - Vodafone Romania,226,001,0.04160
Russia,RUS,7,Russia-Other Networks,250,009,0.01924
Russia,RUS,7,Mobile TeleSystems,250,001,0.02652
Russia,RUS,7,YOTA (Megafon),250,002,0.02652
Russia,RUS,7,Nizhegorodskaya Cellular Communications (NCC),250,003,0.01924
Russia,RUS,7,Yeniseytelecom (ETK),250,005,0.01924
Russia,RUS,7,Astarte,250,006,0.01924
Russia,RUS,7,SMARTS,250,007,0.02652
Russia,RUS,7,Scartel,250,011,0.02000
Russia,RUS,7,Baykal Westcom,250,012,0.01924
Russia,RUS,7,New Telephone Company (NTC),250,016,0.01924
Russia,RUS,7,Uralsvyazinform (UTel),250,017,0.01924
Russia,RUS,7,VolgaTelecom (Tele2),250,019,0.01924
Russia,RUS,7,Tele2 Russia,250,020,0.02500
Russia,RUS,7,Mobicom-Novosibirsk,250,023,0.02500
Russia,RUS,7,Motiv,250,035,0.01755
Russia,RUS,7,Kodotel (Votek Mobile),250,037,0.01924
Russia,RUS,7,PT Mobile,250,092,0.01924
Russia,RUS,7,Vimpel Communications,250,099,0.02652
Rwanda,RWA,250,Rwanda - Airtel Rwanda,635,014,0.04200
Rwanda,RWA,250,Rwanda - MTN Rwanda,635,010,0.04200
Rwanda,RWA,250,Rwanda - Rwandatel,635,012,0.04200
Rwanda,RWA,250,Rwanda - TIGO Rwanda,635,013,0.04200
Saudi Arabia,SAU,966,Saudi Arabia-bravO!,,,0.02300
Saudi Arabia,SAU,966,Saudi Arabia - Etihad Etisalat Company (Mobily),420,003,0.02665
Saudi Arabia,SAU,966,Saudi Arabia - PTC (iDEN),420,099,0.02300
Saudi Arabia,SAU,966,Saudi Arabia - Saudi Telecom Company (STC),420,001,0.02300
Saudi Arabia,SAU,966,Saudi Arabia - ZAIN,420,004,0.02300
Sudan,SDN,249,Sudan - Areeba (Bashair Telecom Co. Ltd) MTN Sudan,634,002,0.02500
Sudan,SDN,249,Sudan - Mobitel,634,001,0.03000
Sudan,SDN,249,Sudan - Sudatel (Sudani One),634,007,0.02500
Sudan,SDN,249,Sudan - Vivacell,634,005,0.06500
Senegal,SEN,221,Senegal - Others (Sonatel),,,0.07000
Senegal,SEN,221,Senegal - Expresso Senegal (Sudatel),608,003,0.04500
Senegal,SEN,221,Senegal - Orange Senegal (Sonatel),608,001,0.04500
Senegal,SEN,221,Senegal - Tigo (Sentel),608,002,0.04500
Singapore,SGP,65,Singapore-Others,,,0.03289
Singapore,SGP,65,Singapore - DNA Comms (PTRS)  (GRID),525,012,0.01800
Singapore,SGP,65,Singapore - M1,525,003,0.03289
Singapore,SGP,65,Singapore - SingTel,525,002,0.03500
Singapore,SGP,65,Singapore - StarHub,525,005,0.03289
Solomon Islands,SLB,677,Solomon Islands-Others,,,0.06500
Solomon Islands,SLB,677,Solomon Islands - Bmobile (SI) Ltd.,540,002,0.02000
Solomon Islands,SLB,677,Solomon Islands - Solomon Telekom Company,540,001,0.02000
Sierra Leone,SLE,232,Sierra Leone - All Networks,,,0.00880
El Salvador,SLV,503,El Salvador-Claro,706,010,0.03500
El Salvador,SLV,503,El Salvador-Tigo,,,0.01800
El Salvador,SLV,503,El Salvador - CTE Telecom Personal,706,001,0.03500
El Salvador,SLV,503,El Salvador - DIGICEL,706,002,0.01800
El Salvador,SLV,503,El Salvador - INTELFON,706,005,0.03500
El Salvador,SLV,503,El Salvador - TELEFONICA MOVILES MOVISTAR,706,004,0.03500
El Salvador,SLV,503,El Salvador - TELEMOVIL EL SALVADOR (TIGO),706,003,0.01800
San Marino,SMR,378,San Marino - All Networks,,,0.06000
Somalia,SOM,252,Somalia - Golis Telecom Somalia,637,030,0.06955
Somalia,SOM,252,Somalia - Hortel,637,025,0.05000
Somalia,SOM,252,Somalia - Montysom,637,040,0.06500
Somalia,SOM,252,Somalia - NationLink,637,010,0.06500
Somalia,SOM,252,Somalia - SolTelco,637,019,0.06500
Somalia,SOM,252,Somalia - Somafone,637,004,0.06500
Somalia,SOM,252,Somalia - Telcom Somalia,637,082,0.15067
Somalia,SOM,252,Somalia - Telesom,637,001,0.06500
Saint Pierre and Miquelon,SPM,508,Saint Pierre and Miquelon - All Networks,,,0.06500
Serbia,SRB,381,Serbia - Telekom Srbija a.d.,220,003,0.01250
Serbia,SRB,381,Serbia - Telenor d.o.o.,220,001,0.02200
Serbia,SRB,381,Serbia - Vip mobile d.o.o.,220,005,0.06200
South Sudan,SSD,,South Sudan-Others,,,0.01000
South Sudan,SSD,,South Sudan - Gemtel,659,003,0.01000
South Sudan,SSD,,South Sudan - MTN South Sudan,659,002,0.01100
South Sudan,SSD,,South Sudan - Network of the World (NOW),659,004,0.01100
South Sudan,SSD,,South Sudan - Zain South Sudan,659,006,0.02000
Sao Tome and Principe,STP,239,Sao Tome and Principe - All Networks,,,0.07200
Suriname,SUR,597,Suriname - All Networks,,,0.01000
Slovakia,SVK,421,Slovakia - All Networks,,,0.04900
Slovenia,SVN,386,Slovenia - Compatel Ltd,293,020,0.06500
Slovenia,SVN,386,Slovenia - Si.Mobil-Vodafone,293,040,0.05300
Slovenia,SVN,386,Slovenia - Slovenske Zeleznice D.O.O - (SZ - Infrastruktura),293,010,0.06000
Slovenia,SVN,386,Slovenia - T Mobile,293,064,0.09000
Slovenia,SVN,386,Slovenia - TUS Telekom,293,070,0.03300
Slovenia,SVN,386,Slovenia - Telekom Slovenia (Mobitel),293,041,0.01390
Sweden,SWE,46,Sweden - Telenor Connexion AB,,,0.05000
Sweden,SWE,46,Sweden - TeliaSonera Mobile Networks AB,240,001,0.05000
Sweden,SWE,46,Sweden - Other,,,0.07500
Sweden,SWE,46,Sweden - 42 Telecom AB,240,016,0.05000
Sweden,SWE,46,Sweden - AINMT Sverige,240,003,0.05000
Sweden,SWE,46,Sweden - Beepsend,240,026,0.05000
Sweden,SWE,46,Sweden - COOLTEL APS,240,028,0.05000
Sweden,SWE,46,Sweden - Compatel Limited,240,032,0.05000
Sweden,SWE,46,Sweden - Digitel Mobile Srl,240,025,0.05000
Sweden,SWE,46,Sweden - EU Tel AB,240,022,0.05000
Sweden,SWE,46,Sweden - Generic Mobil Systems,240,018,0.07000
Sweden,SWE,46,Sweden - Gotalandsnatet,240,017,0.05000
Sweden,SWE,46,Sweden - HI3G Access,240,002,0.03120
Sweden,SWE,46,Sweden - Lindholmen Science Park,240,011,0.05000
Sweden,SWE,46,Sweden - MOBIWEB LTD,240,043,0.05000
Sweden,SWE,46,Sweden - MUNDIO MOBILE (SWEDE,240,019,0.05000
Sweden,SWE,46,Sweden - MYINDIAN AB,240,027,0.05000
Sweden,SWE,46,Sweden - Mobile Arts AB,240,033,0.05000
Sweden,SWE,46,Sweden - NextGen Mobile,240,030,0.05000
Sweden,SWE,46,Sweden - Swefour (Spring Mobil),240,010,0.03500
Sweden,SWE,46,Sweden - TDC Sverige,240,014,0.03000
Sweden,SWE,46,Sweden - Tele2 Sverige,240,007,0.03000
Sweden,SWE,46,Sweden - Telenor Sverige,240,006,0.03500
Sweden,SWE,46,Sweden - Tigo Ltd,240,034,0.05000
Sweden,SWE,46,Sweden - iMEZ,240,020,0.05000
Sweden,SWE,46,Lycamobile Sweden,240,012,0.05850
Sweden,SWE,46,Ventelo Sverige,240,013,0.05000
Sweden,SWE,46,Wireless Maingate,240,015,0.05000
Sweden,SWE,46,MERCURY INTERNATIONA,240,029,0.05000
Swaziland,SWZ,268,Swaziland - All Networks,,,0.00880
Seychelles,SYC,248,Seychelles-Others,,,0.06500
Seychelles,SYC,248,Seychelles - Cable & Wireless,633,001,0.02000
Seychelles,SYC,248,Seychelles - MediaTech,633,002,0.02000
Seychelles,SYC,248,Seychelles - Telecom (Seychelles) Ltd (Airtel),633,010,0.00880
Syria,SYR,963,Syria - MTN Syria,417,002,0.03000
Syria,SYR,963,Syria - Syriatel,417,001,0.07400
Turks and Caicos Islands,TCA,1649,Turks and Caicos Islands - Cable & Wireless (Turks & Caic,376,350,0.02000
Turks and Caicos Islands,TCA,1649,Turks and Caicos Islands - IslandCom Communication Ltd,376,352,0.01500
Chad,TCD,235,Chad - Bharti Airtel,622,001,0.01000
Chad,TCD,235,Chad - Millicom Tchad,622,003,0.01900
Chad,TCD,235,Chad - Sotel Tchad,622,004,0.02000
Togo,TGO,228,Togo - All Networks,,,0.02200
Thailand,THA,66,Thailand-Others,,,0.02000
Thailand,THA,66,Thailand - AIS,520,001,0.02000
Thailand,THA,66,Thailand - Telephone Organization of Thailand,520,015,0.03370
Thailand,THA,66,Thailand - Total Access Communication Plc. (TAC/DTAC),520,018,0.04400
Thailand,THA,66,Thailand - True Move (Real Future),520,004,0.02930
Thailand,THA,66,Truemove HSPA 3G,520,000,0.07050
Thailand,THA,66,AWN Advanced Wireless Network,520,003,0.02350
Thailand,THA,66,DTN,520,005,0.04400
Thailand,THA,66,Digital Phone,520,023,0.02350
Thailand,THA,66,Truemove,520,099,0.02930
Tajikistan,TJK,992,Tajikistan - All Networks,,,0.00880
